epoch,generator_train_loss,critic_train_loss,ccr,precision,recall,sensibility,specifity,f1_score,jaccard_coef,dsc_coef,roc_auc,pr_auc,hausdorf_error
1,0.04738297072740701,2.4670959032498874,0.9680009321732954,0.8841143013882898,0.8784024238942303,0.8784024238942303,0.9800909053422366,0.8852292595250411,0.7992684441831884,0.8651104127176538,0.929249040946042,0.8904915567006472,3.4986962473278003
2,0.055744653940200804,0.9534830079628871,0.9679896036783854,0.8898921182008817,0.8707390635602914,0.8707390635602914,0.9814905847958768,0.8840400931802022,0.7974290978040042,0.8639482728806521,0.9261182582874262,0.8900228523192394,3.490306401967362
3,0.04724272672946637,0.9336913278469673,0.9673357876864347,0.8991564110956065,0.856276116964212,0.856276116964212,0.9837685216420445,0.8837878486367687,0.7930654580223542,0.8603540799229151,0.9200269024705763,0.8884352654133295,3.471214397020437
4,0.018180850291481386,0.9884516605964073,0.9673001838452888,0.9061810178645487,0.8483398328116362,0.8483398328116362,0.9859348722062289,0.8801176689935641,0.7925277484709394,0.8601149946982559,0.9171451730907947,0.8887685058759647,3.4629946816453137
5,0.0044307886909406916,0.9348066006715481,0.9672520955403646,0.9117660572813577,0.8390819542252591,0.8390819542252591,0.9869694217805867,0.8807435233181085,0.7886571708127884,0.8573904753513403,0.9130354510415178,0.8873591684798215,3.448696579930854
6,-0.004983768082008912,1.252435059272326,0.9672664295543324,0.9093441244814167,0.8429704058229713,0.8429704058229713,0.9858987476705818,0.8816639269062286,0.7900441184697833,0.8582864742988666,0.9144432665331094,0.8877059044161992,3.4475438814009687
7,-0.023100345180584833,1.77274490411465,0.9674784342447916,0.9067623424043831,0.8473774031553649,0.8473774031553649,0.9850036067337258,0.8831825940611465,0.7915265337165269,0.8597648737640707,0.9161980614913798,0.8882374989188669,3.460312020452724
8,-0.05197196579896487,2.260298317212325,0.9674844452829072,0.8987591599682807,0.8563302151117419,0.8563302151117419,0.9823439058290633,0.883499162553652,0.7930043218495532,0.8600730483950324,0.9193401908671198,0.8877949233612149,3.4803178268636237
9,-0.07142932139910184,3.3710763967954196,0.9675864017370975,0.8905643463499562,0.8663767191965857,0.8663767191965857,0.980996276306384,0.8848596664577116,0.7947131531961504,0.8613974783319391,0.9236908144066032,0.8882508291220116,3.477362511655215
10,-0.010649157888614215,2.8618101083315337,0.9680476333155776,0.8938143158800953,0.8673321266962156,0.8673321266962156,0.9814367011639381,0.8841635022032853,0.7975317245416043,0.8640688771532106,0.9243894085697754,0.8903576213986046,3.484164518057664
11,0.03837106296649346,3.384004446176382,0.9675889448686079,0.8880275029077339,0.8689367626716737,0.8689367626716737,0.9804067217532665,0.8817921587635024,0.7954597693488019,0.8617514278825138,0.9246754060216683,0.8880585878940657,3.4944957550051194
12,0.0408929182932927,3.2427539935478795,0.967573223691998,0.8913860979554803,0.8654229041175,0.8654229041175,0.9811100320735304,0.8851208279143346,0.7953400400671519,0.8616517150529698,0.9232700031080332,0.888191393935388,3.5001642114430664
13,0.022230703097123366,3.1506857468531684,0.967664776426373,0.8978025824978237,0.8598273536939265,0.8598273536939265,0.9829793017290398,0.8788291085956984,0.7953330932249363,0.862184617902598,0.9214067732667051,0.8892026331137821,3.484249413902003
14,0.03653820730172671,3.00741655092973,0.9677170262192235,0.901040101526223,0.8557499639539011,0.8557499639539011,0.9837047232082143,0.8851524244901738,0.7947928924317834,0.8616824738408132,0.9197311876603953,0.8890226597015078,3.47779797875586
15,0.032164038373873785,3.227140318430387,0.9676596901633523,0.9048765389771306,0.8510680937843736,0.8510680937843736,0.9849363047850939,0.8842796623719749,0.7933948459435414,0.8608328531424149,0.9180066524572805,0.8890337218418489,3.4480787281559326
16,0.022033210098743438,3.2685074402735785,0.9671228582208807,0.910092312659798,0.8412473644831446,0.8412473644831446,0.9862039324991669,0.8813594124634041,0.7893323023264407,0.8579900341026321,0.9137333981672191,0.8874429248507532,3.4535014358246463
17,0.014712068381217809,3.0462590566048253,0.9672890865441525,0.9081558764676957,0.8467265765407239,0.8467265765407239,0.9852192410863659,0.8838531412589056,0.7916658683837607,0.8604176413012831,0.9159801213680109,0.8888211283208987,3.4442996695493986
18,-0.0003803673558510267,2.8546204787034255,0.9672033136541193,0.9093063517877189,0.8447503437680509,0.8447503437680509,0.9854466601441043,0.8800897150850048,0.7908637348666488,0.8600876761058003,0.9151057396166702,0.8885647053971821,3.4456185187837796
19,-0.001299095841554495,3.0104432307756865,0.967437744140625,0.9055531530465653,0.8501833216682065,0.8501833216682065,0.9840636188920215,0.8814496743881235,0.7928690449290748,0.8614167272429388,0.9171287625835821,0.8888657478547881,3.454521302836887
20,-0.019258162952386415,2.8800212640028735,0.9674044522372159,0.903382914870177,0.8532101757042263,0.8532101757042263,0.983095579813194,0.885142719793787,0.7936320000837128,0.8616730264659214,0.9181579583172115,0.889055943950443,3.4571836690020854
21,-0.013106345213376558,2.7663748438541704,0.9667233553799716,0.8944815555780495,0.8626798478270558,0.8626798478270558,0.9793713370506207,0.8825780718871427,0.7942654040716255,0.862519479344253,0.9210285079271976,0.8884999929234484,3.4928525388376523
22,0.0025639963049728137,2.846968931418199,0.9664452292702415,0.891695785985017,0.8640314679343217,0.8640314679343217,0.9780924398063217,0.8820934095200402,0.7937057274576477,0.8620458320309484,0.921063271247313,0.8875817753233942,3.49780528721023
23,-0.002370092602303395,2.6149782254145695,0.9660586732806582,0.8890038959325967,0.8663948342475026,0.8663948342475026,0.9765041923674995,0.8853357592242925,0.7937598015070062,0.8618609474266787,0.9214510533094858,0.8871477971950394,3.511538962864934
24,-0.009050578380433412,2.527139296898475,0.965395147150213,0.8841730312849273,0.8709076892897925,0.8709076892897925,0.974133300964905,0.8820530193208759,0.7937514054821471,0.8620063597908558,0.9225215980451453,0.8866295653629969,3.528025870218718
25,0.01592548953799101,2.305285066824693,0.9649759928385416,0.8848683518179546,0.8690617681156514,0.8690617681156514,0.9732860403126993,0.8847709752514004,0.7927171510920382,0.8613111387864011,0.921174322578633,0.8860272756182666,3.5398013368895755
26,0.012647176992434723,2.4387478608351487,0.9655909682765151,0.8889277134817682,0.864268006770861,0.864268006770861,0.9752237835341598,0.8808250426848562,0.7921302451206949,0.8608062917147459,0.9197469974657676,0.8859911041719934,3.534248762939244
27,0.01879973113536835,2.3880126292888937,0.966166640772964,0.8913141223855732,0.8650529175724111,0.8650529175724111,0.9756830544690344,0.8857693437197843,0.7940834124036078,0.8622830353635779,0.9203681059669275,0.8874385167423492,3.5154372223555104
