epoch,train_loss,val_loss,ccr,precision,recall,sensibility,specifity,f1_score,jaccard_coef,dsc_coef,roc_auc,pr_auc,hausdorf_error
1,0.6752883133950172,0.6076537413256509,0.9341189362281976,0.6902891310082859,0.7723275056209034,0.7723275056209034,0.9575303685916603,0.7380736934384854,0.5551584048643474,0.651254793827892,0.8644643492629417,0.7779690997159698,4.697171521377202
2,0.6329083164016922,0.580520578793117,0.9524465161700582,0.778335259111822,0.7685141295660057,0.7685141295660057,0.9680469775719509,0.803776443628098,0.6381127498103971,0.7157900726863722,0.867821225547962,0.8116533868674145,4.193987826942148
3,0.6080382133459116,0.5579642759902137,0.9529387718023256,0.9131968664418704,0.6922564399384157,0.6922564399384157,0.9847902336635055,0.809627947146795,0.6696639059608425,0.7391786164617503,0.8384008225478224,0.8287298320937793,3.9931612120683355
4,0.5889209594045367,0.534316497189658,0.9577304573946221,0.7721290024651328,0.8615989510613108,0.8615989510613108,0.970277317042389,0.8115333386750335,0.6750301404607154,0.7584210901409609,0.9156532322888118,0.8515783915050724,4.036182589453974
5,0.5677775899311165,0.5197068537984576,0.9492235760356105,0.7870263752512416,0.8392418561172394,0.8392418561172394,0.9682002622444453,0.8063451375703187,0.6697472023461897,0.7536913812268952,0.9032170540565886,0.8526531946745812,4.116087732329681
6,0.5524757032270555,0.5049618482589722,0.9615768077761628,0.8316680917074655,0.8493180694442863,0.8493180694442863,0.9756458424990455,0.8570817340518867,0.7338809212568895,0.8072543857579638,0.9118548709275354,0.8673661179946899,3.8199419613868884
7,0.5348591494869877,0.4939869280372347,0.9591365370639535,0.832332656232128,0.8242427590690993,0.8242427590690993,0.9741828607101934,0.8456027297941473,0.7055530037834589,0.7759019345632272,0.8987326030134486,0.861241067027575,3.8419095531531924
8,0.5219353371626371,0.4611623010465077,0.9597480241642442,0.7581027118506051,0.8834101924377583,0.8834101924377583,0.9676074233570019,0.845805756760561,0.7030625381789917,0.777862842115294,0.9255025450220887,0.8510611651534117,4.0359813859674425
9,0.5065230344023023,0.45452611574104856,0.9645221089207849,0.8607251038554715,0.8405227592393192,0.8405227592393192,0.9803333829453623,0.8712939378996244,0.7437567318989788,0.8112425215759453,0.909940156502729,0.8802199455589647,3.673852692688186
10,0.4928520356679892,0.43834961312157766,0.9641436909520349,0.8509227578548241,0.8470146212461779,0.8470146212461779,0.982849480624712,0.864016794985996,0.7437485549409311,0.8121825964059686,0.9146787247014022,0.8807043474228672,3.749884949467031
