epoch,train_loss,val_loss,ccr,precision,recall,sensibility,specifity,f1_score,jaccard_coef,dsc_coef,roc_auc,pr_auc,hausdorf_error
1,0.6504406378819392,0.6266035016845254,0.8407417066169508,0.468612846837514,0.8125908960961169,0.8125908960961169,0.8452515433479665,0.5540409921800573,0.42726798995490545,0.5288573107173274,0.8289217497297237,0.6527057178102372,6.003996415095801
2,0.5940928908494802,0.5644191713894114,0.9496016068892046,0.7831847854413037,0.7943727102300114,0.7943727102300114,0.9686012723104642,0.7844939094448232,0.6535391376764059,0.7458635275403432,0.8815031816508831,0.8059104452995697,4.3328613699565555
3,0.5609185081261855,0.5478911434902864,0.9451978278882576,0.8459134855854246,0.7462244595857489,0.7462244595857489,0.9844850313876936,0.7823312694554311,0.64602357895882,0.7378806291454634,0.8653674868092993,0.8208523433835234,4.19849206252471
4,0.5304635107517243,0.5111069556544808,0.9525810010505446,0.7711453340667913,0.8513597765934448,0.8513597765934448,0.9645993462018521,0.8035180716638731,0.6925411489662727,0.7791690391892104,0.9079853736551912,0.8219577456709924,4.125695226624094
5,0.5087060579886803,0.4884602865752052,0.9521734064275568,0.7840361336092765,0.830722202171314,0.830722202171314,0.9720102856224263,0.8061937788145594,0.6835295908528872,0.7695486070502614,0.9013705900527179,0.8221470851782378,4.138503329419016
6,0.4830950649885031,0.45518594103700977,0.9582572705817946,0.8106552849453265,0.8493878089515887,0.8493878089515887,0.9720289222043265,0.8300197858058959,0.7118209147292862,0.7954356280639836,0.9107117263859436,0.8428386896367382,3.9736498822663036
7,0.46508161288041333,0.4666902440435746,0.9556503295898438,0.8008275706552921,0.8511222197950662,0.8511222197950662,0.9730963420494017,0.8101375160923943,0.7026374828679953,0.7886565971050961,0.9121184306629697,0.839630941151455,4.048051624548574
8,0.4406033107867608,0.42951425384072695,0.9591052893436316,0.8302110951751626,0.8449453937678871,0.8449453937678871,0.9802423312564102,0.8334730178556895,0.7270702280984069,0.8082162597388505,0.9126038063666919,0.8503792494723683,3.8562279514175573
9,0.4228768454148219,0.42049140439314003,0.957364862615412,0.7803304906486638,0.8823030096065587,0.8823030096065587,0.9708013229517847,0.8100421704644355,0.7157862399369298,0.7977688042452774,0.9265629380996626,0.8416630444407105,4.083632394956046
10,0.40359873083921577,0.38121192946153526,0.9615661158706202,0.8241028716873193,0.8495341866135754,0.8495341866135754,0.980506645524172,0.8395392032356277,0.7326690403602907,0.8109185485798677,0.9150305652788694,0.8492338189788772,3.8181482313821484
11,0.38878624576788684,0.3734772345599006,0.9618296767726089,0.8356594883292504,0.8627755572108625,0.8627755572108625,0.9783702035809081,0.8443297844625857,0.7397373020702458,0.821942252298805,0.9205776769969517,0.8619243797328168,3.8463570617242926
12,0.3700083356637221,0.36048930708099813,0.9612216371478457,0.8089274218091363,0.8761920842617648,0.8761920842617648,0.9761557061717225,0.8335427896254614,0.7306095667465702,0.8114412762641804,0.9261830948099659,0.8541224373999072,3.9130497956099015
13,0.3555411292956426,0.35028239909340353,0.961195049863873,0.846059659228944,0.8485775286266508,0.8485775286266508,0.9813155665377382,0.8386878020280452,0.7286381198768896,0.8037424769435434,0.914956119113843,0.8619923803857265,3.797568857888815
14,0.33942588705282944,0.3203476947896621,0.9584232677112926,0.8343253284942119,0.8459536418163027,0.8459536418163027,0.9779994922537358,0.845528885213458,0.7325052422370647,0.8102985149962306,0.9119870159578793,0.854085878986956,3.85085225041297
15,0.327000469657091,0.32176485832999735,0.9597533254912405,0.8122024686897964,0.8771834988901188,0.8771834988901188,0.9715446926726424,0.8255989121374532,0.7405867093632508,0.8193443749242906,0.9243642261854244,0.854294857414005,3.8512417760927313
16,0.31199950002706967,0.3075930458657882,0.9616763953006628,0.8457538897692086,0.8506711661912043,0.8506711661912043,0.9801801503441812,0.8406769047870261,0.7434142515662602,0.8215706114964119,0.9154364708060625,0.8607865044540322,3.7815888945166196
