epoch,train_loss,val_loss,ccr,precision,recall,sensibility,specifity,f1_score,jaccard_coef,dsc_coef,roc_auc,pr_auc,hausdorf_error
1,0.6754184842109681,0.6445996761322021,0.8864676735617898,0.5826964823177327,0.7142338134117553,0.7142338134117553,0.9338716056507472,0.6094907219732005,0.45504024373116625,0.5679345363841187,0.8240738166928856,0.6756493005245799,5.507200788098839
2,0.6296493759522072,0.6198462212786955,0.9393479318329783,0.7873569262164437,0.7139965069884227,0.7139965069884227,0.9771827206959399,0.740837765849862,0.5923842427386261,0.6903260999964624,0.8456020979771931,0.7765664939817538,4.551182669231243
3,0.6139439105987549,0.5936136526219985,0.9538588090376421,0.8246081646811037,0.7628956515909825,0.7628956515909825,0.9780633296067411,0.7963830161709861,0.6540579744665252,0.7420841741593277,0.8704895975404623,0.8124592381444209,4.155229730757014
4,0.5990141749382019,0.5769010186195374,0.954569961085464,0.7680484470746337,0.8317047613378143,0.8317047613378143,0.9715576852737866,0.7874031485336868,0.6737354002768,0.763542447062969,0.9016338926886469,0.8124900359033193,4.158420146776413
5,0.5865960056965168,0.5657455780926872,0.956583427660393,0.8355300413133644,0.8117584312008029,0.8117584312008029,0.9794277731400055,0.8234363456442028,0.699386274652161,0.7860074208421935,0.8956000379229886,0.8400778308160334,3.9372437507759876
6,0.5722709270624015,0.5529413591412937,0.9561610366358901,0.8211268191135239,0.8231935643437075,0.8231935643437075,0.9734275738413147,0.8068684193632798,0.6920645684985818,0.7793615414304409,0.8983111951824927,0.8373731595475521,4.037297244075203
7,0.5629011855675624,0.5539211963906008,0.9536398685339725,0.7532671796692842,0.8679165936749215,0.8679165936749215,0.9635025521744329,0.7917851230674425,0.6813798811851396,0.7707908205618664,0.9157100175766942,0.8214877289618961,4.125703370527974
8,0.551551467180252,0.540102466064341,0.9547937566583807,0.795611591901904,0.8529871793421241,0.8529871793421241,0.9728263543267875,0.8110917527520098,0.7099134303161393,0.7926578492803732,0.9129122778830205,0.8359605530595926,4.026979143946059
9,0.5413559537667495,0.5279116192284752,0.9572975852272727,0.7978478216844007,0.8580006168135751,0.8580006168135751,0.9703143215290552,0.8202808445275571,0.7150872444359496,0.7954238492388432,0.9141642249622548,0.8389010981837942,3.973609188384692
10,0.5307356385084299,0.5260501468882841,0.9506764267430161,0.7268442880379682,0.912609944045253,0.912609944045253,0.9574388757430541,0.7766821549168162,0.6805203055549236,0.7737401770572828,0.9350264507422265,0.8275918406057999,4.274054572178707
11,0.5214498836260576,0.5145189429030699,0.9605342980587122,0.8423460372149026,0.8423095632222887,0.8423095632222887,0.9799919891114541,0.8268161818586099,0.7318340678497779,0.8142886639516613,0.9111532298280232,0.8551634553803866,3.855359678911836
