epoch,train_loss,val_loss,ccr,precision,recall,sensibility,specifity,f1_score,jaccard_coef,dsc_coef,roc_auc,pr_auc,hausdorf_error
1,0.5669694263201494,0.5016932452426237,0.8926169655539773,0.6715729831354058,0.5968798141143458,0.5968798141143458,0.9616773691613439,0.6192906869634338,0.42895711228081884,0.5418793510930046,0.7792902918867305,0.6820896674514244,5.378373952589186
2,0.41952456877781796,0.337755725664251,0.9450246637517755,0.7562433239171037,0.7828187103576083,0.7828187103576083,0.961779102874337,0.7717725678819283,0.6246741750412224,0.7191517109808877,0.8723045070221283,0.7856960381290293,4.40394172316765
3,0.3250881295937758,0.2829957604408264,0.9420628403172349,0.7306343801809358,0.8450454474655487,0.8450454474655487,0.96680527310704,0.7491416678340753,0.6388227060403767,0.737791036503256,0.9059326824220282,0.8037030689616722,4.603634689741754
4,0.27834062599218806,0.24028387928710265,0.9445158062559186,0.7198026658467715,0.8733281355662565,0.8733281355662565,0.9529045349064132,0.7721026940363962,0.6551772605625898,0.7516302741187646,0.9131202652907875,0.8078015956507397,4.420549321052078
5,0.23938180827177488,0.19841272164793575,0.9564419370709043,0.8124490142453346,0.8554660087837991,0.8554660087837991,0.9683990075931881,0.8286778788862396,0.7279351179917039,0.8098442907297341,0.9119364208184297,0.8446738323563473,3.8464255364292512
6,0.2131612404034688,0.19661837991546183,0.9548372210878314,0.8336150686990038,0.82368063766757,0.82368063766757,0.9742721482485805,0.8246455518800936,0.7180273661148437,0.8027799501256971,0.8989811057601192,0.8418389579191119,4.090863373998469
7,0.19870019727028332,0.16898518362466028,0.9585848721590909,0.8421030251741077,0.8305713290332557,0.8305713290332557,0.9740780141136699,0.8267820003158586,0.7310491678452541,0.8173867503122693,0.9023332593411668,0.8476951256880597,3.934966570709066
8,0.1861474002783115,0.17766117874313803,0.9536576704545454,0.8140091733336724,0.872885961076199,0.872885961076199,0.9607535269940798,0.8376322565543421,0.7392368371548361,0.8185951598144708,0.9168203994077712,0.851966628176288,3.9959251086323446
9,0.1813887658027502,0.1580582883428125,0.9606101296164773,0.8819254726932857,0.8247880735749687,0.8247880735749687,0.9811710354192145,0.852007914921556,0.7527060887922116,0.8294167959653027,0.9029910116963668,0.8667538302826976,3.8138011013065762
10,0.17732947766780854,0.20187545436270096,0.9529437440814394,0.8854340108675207,0.7495896668605319,0.7495896668605319,0.9861641146551026,0.8044606086388046,0.6878180506624166,0.7831302137127757,0.8678906765486524,0.8369564521223074,4.088763073026669
11,0.16752304354539285,0.167707659304142,0.9579851555101799,0.8412280862936697,0.8529927666747,0.8529927666747,0.9732734065950488,0.8370515707957522,0.7409617173067735,0.8243689712382408,0.9131436554395594,0.8585572706160649,3.9299483359038145
12,0.17523702658139742,0.15496918383766622,0.9619175304066051,0.8613557053415681,0.844539047134071,0.844539047134071,0.9749920615556671,0.8541305505027007,0.757951281738852,0.8314831495424019,0.9097746583001026,0.8641790914073659,3.75117087614654
13,0.15661241159989284,0.16325482331654606,0.9608621308297822,0.8843376388850408,0.8149007567295755,0.8149007567295755,0.984188511809565,0.8642476696348288,0.7530526926315869,0.8249636846514274,0.8995517924635917,0.8649506434234836,3.771731477992062
14,0.15962806412806876,0.1385061907417634,0.9635805072206439,0.879267967736096,0.8644780825076549,0.8644780825076549,0.9767023945814024,0.867335484585186,0.7826036827797528,0.8541940378490465,0.9205988173261966,0.8815261193310289,3.6867797201985004
15,0.15308329612016677,0.23568255541955724,0.9359699596058239,0.8839609980145376,0.7059245533411429,0.7059245533411429,0.9868062829582532,0.7852888229250682,0.6604401605407769,0.7436447186790418,0.8463720225774772,0.8237128867886978,4.279041875223416
16,0.14935110486470737,0.16980359747129328,0.956865252870502,0.867622124118921,0.8300944973996175,0.8300944973996175,0.9792490083650708,0.8489174226914171,0.7458777998338632,0.8231926523068287,0.9046829466175239,0.8633485784512843,3.883159539695027
17,0.14438841595099522,0.14660150557756424,0.9638406002160275,0.8990612071398134,0.8295200549490539,0.8295200549490539,0.9840620914218137,0.8678946154368239,0.773913539949627,0.8448822582093324,0.9067972220437944,0.8770351494637499,3.653333999954101
18,0.14644531584703005,0.1514373334015117,0.9616701530687737,0.8574271679006238,0.8672934627728964,0.8672934627728964,0.97365497879712,0.8619891968188288,0.7651033655511094,0.8391334226607537,0.9204770211148785,0.8728854002001708,3.7679848310757404
19,0.14117440764720623,0.1541201419690076,0.9572511152787642,0.8181915687730226,0.8940391089902303,0.8940391089902303,0.9607348778405946,0.8436164938006373,0.7570479574360464,0.834029942734721,0.9273877660123222,0.8631594715290942,3.851211292570246
20,0.13776686971004193,0.17154468639808543,0.9537739609227036,0.8068035339990807,0.877441441729287,0.877441441729287,0.9706665273975502,0.8186946050844431,0.7270073837792805,0.815593489156093,0.9240553759703976,0.8539342858282292,4.21621452416425
21,0.15337761101814418,0.14490424973123214,0.9618081757516572,0.8516887587896533,0.866783847029054,0.866783847029054,0.9734498944888831,0.849617394002149,0.7652051928600354,0.8367444031839346,0.9201225873628938,0.8687901802739119,3.7690375711196515
22,0.13557681957116494,0.15380468789268942,0.9580952037464489,0.8120463188552932,0.897175800301992,0.897175800301992,0.9674719621070519,0.8400646527143065,0.7503733786168741,0.8273364004004533,0.9323288722271815,0.8633485354169923,3.930466854801888
23,0.13819670287462382,0.15300280469305375,0.9618384621360085,0.8719918866995351,0.826439228127207,0.826439228127207,0.9844488427772294,0.8591727951327393,0.7613727587198057,0.8363916982920984,0.9054529298658865,0.8628136546221776,3.7026649401717533
24,0.13273294247113743,0.13879933690323548,0.9632998379794034,0.8915190071401122,0.8385775580886135,0.8385775580886135,0.9846986683405793,0.8655038023147837,0.775480666303591,0.8491116848467009,0.9116496234274876,0.8778664769178496,3.6552621206067455
25,0.13291942993035682,0.1518746084150146,0.9620869954427084,0.9055144587584483,0.8072874167436705,0.8072874167436705,0.9880979890754689,0.8587973712862873,0.756080336965135,0.8295201881742548,0.8977022748939357,0.8717624972714741,3.724891338422096
26,0.126237513927313,0.14658725436996012,0.9610413060043798,0.892651491451834,0.8321158532124637,0.8321158532124637,0.9809714640002918,0.8566814625310059,0.7658600122322019,0.8404564348315551,0.9065470797616894,0.8759644306160342,3.7322228810979072
27,0.12654810662452992,0.14441914330510533,0.9637277776544745,0.890638397471384,0.8452768147980971,0.8452768147980971,0.9816458216661533,0.8767362634934064,0.7778860556119892,0.8468475272379494,0.9134660786852462,0.8802298760056738,3.668707173462021
28,0.13340706286522058,0.1414237767457962,0.9623961015181108,0.8672230384274637,0.8572967193897728,0.8572967193897728,0.9741597999064171,0.8575214673789622,0.7702762746014233,0.8445287178732203,0.9157306205080386,0.8720446028911341,3.785629435106453
29,0.1323786294231048,0.1380564311847967,0.9620111638849432,0.8314952507070393,0.9045087073882032,0.9045087073882032,0.9710840870668155,0.8516123849508979,0.7704477183915318,0.8483865804624474,0.9378048479624173,0.8762918983988502,3.7902157388435285
30,0.13527282212789243,0.14507820281912298,0.9637698549212832,0.8946161999637734,0.8420980167099512,0.8420980167099512,0.9786220202790885,0.8754184259030064,0.7709867700438608,0.842258637043044,0.9103675595003408,0.8804151587414387,3.650056563981695
31,0.12459313686077411,0.14062856093925588,0.9624046556877367,0.8501985531037104,0.8856131514487261,0.8856131514487261,0.9678939651473158,0.8693315639716602,0.7803337108738283,0.8495740284268496,0.9267523528517159,0.875523965034619,3.681772927662391
32,0.12298415394929739,0.12929851298823075,0.9651080044833097,0.889252882694072,0.869821450985592,0.869821450985592,0.9781673972683053,0.8800731716177086,0.7914020859908347,0.860071508626397,0.9239974400133798,0.8901900563188415,3.6050522597331116
33,0.12039248077915266,0.13208892547032414,0.9665742353959517,0.9009376059784867,0.859506194215356,0.859506194215356,0.9817372728918093,0.8816158035811217,0.7932349515917304,0.8615790807724598,0.9206270601676386,0.8911668662344959,3.543992590509267
34,0.12332460673955771,0.14303750500959508,0.9587978016246449,0.8481200069383473,0.893271024200223,0.893271024200223,0.9665136398783901,0.857865479978463,0.7830827447626846,0.8546159895239991,0.9298947039086322,0.8790087150217311,3.7466519053379654
35,0.12382794137184437,0.13790003999191172,0.9596310239849668,0.8584643273162128,0.8899622734364999,0.8899622734364999,0.9681387663491712,0.8623993624200567,0.7842890570228349,0.8558660339168745,0.929054410868821,0.8822890734776945,3.6911769577717477
36,0.1261798084928439,0.13764699088299975,0.9603246053059896,0.8442706374595303,0.8951979936311132,0.8951979936311132,0.9660457575027143,0.861483852825701,0.7805197018826266,0.8516942635890452,0.9306210267599956,0.8771860385465446,3.681084338851154
37,0.12203553473720184,0.14415746138376348,0.9594976251775568,0.8317464231723236,0.8978209639839925,0.8978209639839925,0.9639238076135641,0.8642236162219861,0.7759864223641681,0.8445821703987592,0.9308674990358201,0.8719871503029459,3.733723390152458
38,0.12295312652221092,0.13527195243274465,0.9630076090494791,0.8495067706708964,0.887370664185921,0.887370664185921,0.9710238786953375,0.8706169434960426,0.7831675044004861,0.8508301947802235,0.9292049716827608,0.8764173787996893,3.6685379721273463
39,0.11871607108758046,0.1384848991737646,0.9637626879142992,0.8636523995937019,0.8872095015099948,0.8872095015099948,0.9700354985090945,0.8781876611940663,0.7895498180689345,0.858228850712383,0.928624439618923,0.8834576132977421,3.612762124118182
40,0.1170126675413205,0.13180234195554957,0.9652871796579072,0.8681743424918988,0.875413891895524,0.875413891895524,0.9759685639960166,0.880405871985453,0.7884796882936816,0.8570617768949296,0.9256977232944377,0.8811338771673793,3.6259717857683573
41,0.12034613432792517,0.13618135364616618,0.9637576016512784,0.8800580049163214,0.8661381993004053,0.8661381993004053,0.9762296019965458,0.872378772742705,0.785839922614277,0.8525519824530982,0.9211843482154934,0.8827729848991437,3.637681246153377
42,0.11830388215871958,0.1404025046264424,0.9633715080492424,0.8890080683333071,0.8574570186491732,0.8574570186491732,0.9777795326300979,0.876633025005056,0.7812733194435492,0.8500683878836907,0.9176231236742243,0.8847299102734735,3.6727676083332823
43,0.11318918065382884,0.13109427756246397,0.9667568784771543,0.8916776156021545,0.8628366916088064,0.8628366916088064,0.9817723490642488,0.8812149809619182,0.791897891502126,0.8578494322242916,0.9223123104941449,0.8880260388267281,3.5863757261543334
44,0.11336100812141713,0.1357649573508431,0.9635361180160985,0.849046570645836,0.8909950907811909,0.8909950907811909,0.9700827991797897,0.8658966328215596,0.7842435944993883,0.8527769868697178,0.9305377761748443,0.877724828884922,3.6715612423594486
45,0.1177109365279858,0.18227660042398117,0.9479703036221591,0.8290597798042783,0.830766812471212,0.830766812471212,0.9710144320481485,0.8204146502514883,0.7205168747223697,0.8079841252476778,0.9008941046944138,0.8456646351535191,4.092121262923372
46,0.1201540666130873,0.1407911207746057,0.9641605723987926,0.8585771733778833,0.8689954067091004,0.8689954067091004,0.9774373680599283,0.8584952472318387,0.7688306468676006,0.8422358675494177,0.9232280520227778,0.8738071661146921,3.73418520047073
47,0.11377034439490391,0.13054149597883224,0.9642872665867661,0.8736865224614596,0.8807300852154047,0.8807300852154047,0.9743071721445592,0.8671217275441353,0.7900205755368664,0.8605526235475889,0.9275190212182114,0.8860603526158419,3.6181508082640703
48,0.11077807350800588,0.13508274493848577,0.9648227113665957,0.8554905554575785,0.8889051272515691,0.8889051272515691,0.9751134662444833,0.87194869671091,0.7828821699080831,0.8521316808765712,0.93201377607955,0.8811763778629816,3.692873009283564
49,0.10570327433256002,0.14091780562611186,0.9651563239820076,0.8574422238800461,0.8910974236864415,0.8910974236864415,0.9747990740158504,0.8675876988112369,0.7856731911748053,0.8544424306474302,0.9329470836633097,0.8828370914966778,3.6145716289882737
50,0.10982620532696064,0.13260187296306386,0.9644648234049479,0.9044468761218648,0.8505487569418269,0.8505487569418269,0.9830521900141588,0.8750339464739091,0.7878000120323336,0.858461333851297,0.9168107918685345,0.8895245037343126,3.6062797090731697
51,0.11038114531682088,0.13678324354045532,0.9631648208155776,0.857798172519558,0.8827071215658149,0.8827071215658149,0.9761126899006279,0.8650932654157493,0.7834426989440756,0.8519857916973289,0.929419039613871,0.8795189024937726,3.6670387239460855
52,0.106559095875575,0.13925820457584717,0.9639242923620975,0.8639818490015089,0.8742824154772166,0.8742824154772166,0.9798259777734281,0.867394693443011,0.7807543179559667,0.8542523496029653,0.9270656693850753,0.8800485411624566,3.6976891958144336
53,0.10439172043250157,0.12483112820807625,0.9657306093158144,0.8699763671115665,0.8820176910106183,0.8820176910106183,0.9786443480137681,0.8784769226081707,0.792963140325649,0.861839102104228,0.9303403167725325,0.8854065323060639,3.587073576468877
54,0.10351919818382997,0.13774326662806904,0.9655102816495028,0.9135590022584993,0.8355300501030318,0.8355300501030318,0.9881225107721116,0.8745361787353036,0.7826086340360248,0.8546603564913194,0.9118400196536128,0.8880074562749511,3.583615002347476
55,0.10491266021361718,0.13059617359848583,0.9645649303089489,0.8646170147641891,0.8864181330568339,0.8864181330568339,0.9766149117346549,0.86998335808954,0.790316921247251,0.8600971835657952,0.9315201377204557,0.8844271585862796,3.6183328474279177
56,0.10341673802870971,0.13878171255483346,0.9637603759765625,0.8449809878605219,0.8876774466261704,0.8876774466261704,0.9744547365308036,0.8614935443814882,0.7777000320775731,0.8451773787682024,0.931069546417788,0.8748260409283796,3.691278874452397
57,0.10572063802526548,0.13924248735694325,0.9652594364050663,0.906311741985206,0.8360741411015071,0.8360741411015071,0.985113723919887,0.8762264370019268,0.7833389865008595,0.8529931602632393,0.9105990301839011,0.8835602321166142,3.595366747131208
58,0.10025677039073064,0.1384540344862377,0.9646329012784091,0.8622044810859644,0.8816476558896155,0.8816476558896155,0.975896361596233,0.8733157724449865,0.7850617640617555,0.8534676867076004,0.9287742905751143,0.8809679833423434,3.646466200762009
59,0.10491346074984624,0.1539481225259164,0.9574226610588304,0.8146660847086719,0.9064177087571829,0.9064177087571829,0.962500186544589,0.8484506698726919,0.7628538253378727,0.8355953566928026,0.934456482700683,0.8674277870668622,3.834956444617561
60,0.10749236305172627,0.14155675251694286,0.9626390861742424,0.8824676960531032,0.853187204120676,0.853187204120676,0.9812931903378379,0.8749955376366065,0.7850168492411412,0.8551092754175927,0.9172539424894948,0.8792717718775249,3.6413154014990052
61,0.10348884910345077,0.13576446342117646,0.9632905902284564,0.8675517397435661,0.8767497076195694,0.8767497076195694,0.9729700812450971,0.8788685666202689,0.7888835916773953,0.8555652334144285,0.9248622088151356,0.8807081384761584,3.5827876482022756
62,0.09920811693255718,0.12775638699531555,0.9676354148171165,0.8746517571498116,0.8776135507785521,0.8776135507785521,0.9794222205945147,0.8851831956989247,0.7955519541884244,0.8617124291463016,0.9285230060325459,0.885145173889481,3.5728966642224957
63,0.10192737315709774,0.1342691117349793,0.9647746230616714,0.8706690898770939,0.8610711683738663,0.8610711683738663,0.9805873399234636,0.8657388253072761,0.7802526926326755,0.8493422566461536,0.9208375992925257,0.8768749869422852,3.6042612711441073
64,0.10878473445773125,0.1376391519956729,0.9642271562056108,0.8688055556208177,0.8797792732078424,0.8797792732078424,0.97806441306405,0.8775182225544307,0.7883204561276326,0.8575746265872846,0.928928091332012,0.8843683010807427,3.5797390001665934
65,0.09972479056853514,0.1266972212230458,0.9657104954575048,0.8700135385664804,0.8837833798716787,0.8837833798716787,0.9755604930116369,0.8799448291203797,0.7958720898046276,0.863279207356736,0.9296764874314563,0.8853767412872449,3.5417122731577537
66,0.09999849406572489,0.14859985647832646,0.9615390661991003,0.8945584183814351,0.8394788173650362,0.8394788173650362,0.9787022622087553,0.8598186971470264,0.7722959405253956,0.8467911411296473,0.9090952218924381,0.8790518336067117,3.6494298655586106
67,0.10129364499678979,0.14181415649021373,0.9615161780155066,0.848968629300308,0.8853454858931801,0.8853454858931801,0.9710170258737957,0.851911350625465,0.7775741869894001,0.8486844136912777,0.9281821851222859,0.8757840807082881,3.693049406095305
68,0.10059187859296799,0.12602764850153642,0.9672793764056582,0.883718473652887,0.8731596045976975,0.8731596045976975,0.9802568333332337,0.8820428706973229,0.7983094666683994,0.8653375132977523,0.9267112747545855,0.8876664284822251,3.5303395133446505
69,0.09499155346017618,0.13811225707040115,0.9636695168235085,0.8580503725299252,0.8854183117126059,0.8854183117126059,0.9753158936723904,0.8725974271132495,0.7822765446906795,0.8494603741216105,0.9303771087026749,0.881253056402651,3.6754536227440715
70,0.098363996640994,0.13874591404900832,0.9605035492868135,0.8259427740099347,0.9188897110125706,0.9188897110125706,0.9658826086828274,0.8569979137094277,0.7763157345666793,0.8505055052722349,0.9423848075075296,0.8795173768324008,3.772173395158308
71,0.09451880632684781,0.1406638867714826,0.9634965838808002,0.869767428649587,0.8766233422349943,0.8766233422349943,0.9768103020123182,0.875604031031081,0.7828168143958494,0.8523872574810145,0.9267177178308275,0.8835269479436455,3.722119848949382
72,0.09498390847673784,0.1328091950101011,0.9642280809807054,0.8797380269502024,0.8754575048627692,0.8754575048627692,0.9771509756696315,0.8763899035986317,0.7915253815273587,0.8597916099698698,0.9263081567714897,0.8873178560168742,3.592354336128609
73,0.09219980056469257,0.13916490446118748,0.9642911968809186,0.8949519314730063,0.8503297896142888,0.8503297896142888,0.9862846972037842,0.8751311171073652,0.7858141076679872,0.8552417735367434,0.9183174228633364,0.885678606585165,3.5627928161941367
74,0.0954036710353998,0.14744926989078522,0.9579285130356298,0.8335452732996226,0.916612513052288,0.916612513052288,0.9640313054412292,0.8519344774400687,0.7781271082906719,0.8487074529043108,0.9403193041093905,0.8819186844490399,3.752698015841986
75,0.09343653928775053,0.13627837927025907,0.963815400094697,0.8575348032854877,0.8792642439385021,0.8792642439385021,0.9768727808912169,0.8689431327073223,0.7804487139237761,0.8491944251457922,0.9280683195813529,0.8779966814600061,3.6946027069895675
76,0.09512929274485661,0.12817959925707648,0.9661314993193655,0.8673284656878768,0.8926666598190194,0.8926666598190194,0.9734570206976324,0.8841383764565903,0.7993061693953083,0.8673933314479428,0.9330597401620087,0.887785209512935,3.5523154769050844
77,0.0956779583142354,0.1304568714078735,0.96502685546875,0.8796515863508078,0.8852021613838857,0.8852021613838857,0.9721903329054947,0.8906298496666276,0.8004630445571841,0.8670146642588004,0.9287028906049832,0.8908612200099579,3.5978418991163177
78,0.09256821710329789,0.12894782993723364,0.9662415475556345,0.8831354794412822,0.8708926264259604,0.8708926264259604,0.9810417822331668,0.879080247248752,0.7897850380245767,0.8557713012989744,0.9259741258144261,0.8878827273449111,3.5487496378692396
79,0.09460920892082728,0.1392090750091216,0.9644504893909801,0.873561154716658,0.8644384917495448,0.8644384917495448,0.9789184726718122,0.863140337753961,0.7818062478796797,0.8533319248249388,0.9216802596193906,0.8791100051085462,3.636958943220965
80,0.1023623061294739,0.1393986002487295,0.9650522867838541,0.8617808253689184,0.8828850751796729,0.8828850751796729,0.9765180502952968,0.8747258723892376,0.7881893445399379,0.8548457389258459,0.9297060352587501,0.8813950138851672,3.6087354423355054
81,0.09689919885534506,0.13858134781613068,0.9647882634943182,0.8610765517177663,0.8870503608709632,0.8870503608709632,0.9740213340484605,0.8705091090719492,0.7849764022620956,0.8540221941274047,0.9305410213059665,0.8828177783445947,3.6506477204739554
82,0.0925221901673537,0.1451015152475413,0.9639004794034091,0.8621685146682727,0.8810253577250754,0.8810253577250754,0.9735765178435282,0.8772256042835511,0.7873901295381636,0.8539658344730026,0.9273063166128444,0.8800763574626485,3.6512461816960613
83,0.09208095383185606,0.12961291828576257,0.9666373512961648,0.8591123595617715,0.895041673133061,0.895041673133061,0.97508396819932,0.8765060458737413,0.7934247924176193,0.8599055525806782,0.9350665157978452,0.8850239131157931,3.6057834995122966
84,0.09212705361155363,0.13201379469212363,0.9653398918383049,0.880985772324701,0.8682904613844992,0.8682904613844992,0.9814731160169436,0.8717670359145848,0.7918822147301718,0.8585584444613336,0.924888252708865,0.8849376016160594,3.608587836046509
85,0.0869167762880142,0.13507571553482728,0.9642690022786459,0.8532462738864629,0.9014661042567842,0.9014661042567842,0.9718724487344991,0.8706903251643181,0.7912999970214578,0.8574980475103133,0.9366699678318585,0.8850569767826589,3.6060004488126167
86,0.08287189516883631,0.13146553451524062,0.9660565925366951,0.8635399848989015,0.8855185011785448,0.8855185011785448,0.9788412414891953,0.8715691943399382,0.7926847352941403,0.8583636004863028,0.9321842518058121,0.8835381069343796,3.5976141903920453
