epoch,generator_train_loss,critic_train_loss,ccr,precision,recall,sensibility,specifity,f1_score,jaccard_coef,dsc_coef,roc_auc,pr_auc,hausdorf_error
1,-0.13831013363677186,12.742911428600163,0.9583490416061047,0.8185115309293708,0.9297861663089031,0.9297861663089031,0.9509224219745415,0.8790171815389985,0.7893579487509709,0.8524993841006682,0.9396264969236495,0.8874046027797203,3.6722327802243395
2,-0.13441106870576933,2.4399832471624596,0.9452832599018895,0.7596489148660568,0.9492707092636813,0.9492707092636813,0.9284521114081118,0.8527828903988672,0.7537673184376519,0.8285834721775721,0.9379037511421859,0.8651922490152836,3.9048426762306345
3,-0.15036967745074978,1.8776267093497436,0.9353015988372093,0.7213824810421254,0.9565629115297756,0.9565629115297756,0.9116130878847258,0.8288914031050955,0.723503726610338,0.8068033256213893,0.9326200922399227,0.8485682858900168,4.087168926883094
4,-0.13650003501347133,1.5390783246461448,0.9184118936228197,0.6634352356472072,0.964841160506938,0.964841160506938,0.886491069885417,0.7817365062919405,0.6715642022361659,0.766436410445601,0.9235482922846723,0.8242056556470365,4.351760930522406
5,-0.15072526250566756,1.5977580988561952,0.9139543400254361,0.6433503790656002,0.9651097700990131,0.9651097700990131,0.8791144619449239,0.7713438938438928,0.6532677765325862,0.7532778934290552,0.9196355984889432,0.813943351932833,4.432656405993274
6,-0.14026670796530588,1.3708710833029314,0.9007247569949128,0.605727174593501,0.9700303249334974,0.9700303249334974,0.8621254120861327,0.7349076128298164,0.6185177920480378,0.7233102666990867,0.9132304175396633,0.796909674115992,4.748961905089042
7,-0.1396649255381002,1.2847292794809713,0.8934539085210755,0.5847036686716682,0.971593979162071,0.971593979162071,0.8519345891508601,0.7180318591984142,0.5992616153975193,0.7077688749827256,0.9085926801443542,0.7867926698809323,4.873317800466066
8,-0.14741366792034793,1.5061846166462094,0.8745276162790697,0.5370687968399421,0.9751478530197706,0.9751478530197706,0.8282749155562783,0.678538250496682,0.5502398026277155,0.6620956911550837,0.897915608648943,0.7666958913573785,5.285280604870673
9,-0.13887880529676164,1.3572391449631034,0.8643242414607558,0.5141299169332547,0.9756159626891872,0.9756159626891872,0.8162002039986073,0.6582305519497691,0.5254533241313628,0.638742554818857,0.8920711526190154,0.7564783291043533,5.505737764187931
10,-0.14686040289990313,1.3827484745483893,0.8448429551235465,0.4759817062774107,0.9643860005622795,0.9643860005622795,0.794623230919715,0.6189732332581266,0.4818560204269605,0.597938140395856,0.8748995279193462,0.733473887630232,5.8568350465710095
11,-0.1346529544173897,1.38611772075876,0.8255530069040697,0.46576599368996935,0.9104726595850161,0.9104726595850161,0.7981838842401041,0.5881559124430311,0.4471574557845572,0.5695575379707913,0.8502491017941693,0.7116575002643748,6.474259578226603
12,-0.1308768917987873,1.5095879334908027,0.7998739553052325,0.44590349465708606,0.8420081965521757,0.8420081965521757,0.7982804960892125,0.5468847295607916,0.39704626018857714,0.5268984951304034,0.8162264604049523,0.6819742918130086,6.791505012406384
13,-0.13859903889817077,1.4075302946103083,0.7768495071765988,0.4211085218912818,0.763332785470279,0.763332785470279,0.8002369650153871,0.4976151733013076,0.3499096465806342,0.4815246712263204,0.7777358969937416,0.6429011155374005,6.896143540827513
14,-0.12619397779563804,1.3794585458644024,0.7627671352652616,0.4038736818461017,0.7105676539618796,0.7105676539618796,0.8012726263581402,0.46423439538289335,0.320321293659762,0.4507833036549436,0.7520808051300877,0.6152386538551257,6.991438071859263
15,-0.1306102020399911,1.4058589567611743,0.7409378406613372,0.3709116300975248,0.6659190478674821,0.6659190478674821,0.7884520171416204,0.42267959224751517,0.28266165623723066,0.4078630663488744,0.7232127996689115,0.582666872308516,7.102464175599124
16,-0.11858645429858913,1.4058090885738275,0.7140017487281977,0.3288911028367982,0.6028477399427293,0.6028477399427293,0.7738560081568406,0.36832616680351266,0.23545396059931242,0.35315619082370003,0.6843849384506087,0.5378154433908365,7.2741138944207995
17,-0.1144761551510204,1.4203441232055813,0.7123472701671512,0.32280007137158184,0.581978938154881,0.581978938154881,0.7765210569888535,0.3567887589080578,0.22631361930203933,0.3425310430874206,0.6750307326446955,0.526198371409034,7.287777993963976
18,-0.11884825260608227,1.3506266335388282,0.703662961028343,0.30418037760847777,0.5350582224696158,0.5350582224696158,0.7760220889639088,0.32911195283339806,0.2062598225814572,0.31704263563261775,0.6515248510330085,0.49742113534348137,7.319107278643969
19,-0.1067173450024097,1.323264589944443,0.697168820403343,0.2923016250351957,0.5069605219097408,0.5069605219097408,0.7726108378409472,0.3124876822857682,0.19482910822470867,0.30173284229107955,0.6358390205212828,0.4789979852300656,7.359075865240578
20,-0.10756238133876354,1.4433402109455753,0.6756932458212209,0.24582884514776382,0.4136240535103397,0.4136240535103397,0.7658686645609274,0.2534400303882143,0.14541489787439738,0.23805174891565783,0.5860566344321306,0.41745230154436913,7.4208800906944825
21,-0.09792872992428867,1.301088917177993,0.6877662836119186,0.2550977895429566,0.39496869589227473,0.39496869589227473,0.781573048044399,0.25619316820719545,0.15736191106094838,0.24988952234895204,0.5845348771857476,0.41196656373708584,7.321247125402157
22,-0.09476505471514417,1.3389165080212928,0.6697328079578488,0.21472823510463182,0.3291535522738219,0.3291535522738219,0.7788378247612927,0.204285340581352,0.11524888305408997,0.19373387337529793,0.5505588050162733,0.36633565279046176,7.439188945928459
23,-0.09655250009004172,1.2830955962856094,0.6842500908430232,0.2144684982268475,0.28798941471383616,0.28798941471383616,0.803236799972021,0.19353406682164853,0.1137338841768303,0.1884338571977119,0.5423198034989128,0.34758576588525386,7.268647527991662
24,-0.08653102292642965,1.4624334376353723,0.6859775277071221,0.19595365242757837,0.24225538812849592,0.24225538812849592,0.8136781552955846,0.16931777622670816,0.09940748258132726,0.16601970915867406,0.5246916147146511,0.3181206569491676,7.240937710826341
